,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,367,120,126,35.39063969421387,35.880001068115234,179.5956242218018,0.013827423808374206,120,126,6
1,-384,127,133,34.311241065979004,35.75520111083984,-554.4806572265616,-0.04208416833667328,127,133,6
2,349,133,135,36.14213969421387,34.627199707031245,-528.714055526735,-0.04191616766467077,133,135,2
3,345,135,139,35.05998168182373,33.590401611328126,-507.005124320983,-0.041916167664670545,135,139,4
4,-337,139,142,34.371118629455566,35.817598571777346,-487.4637405624398,-0.0420841683366735,139,142,3
5,300,143,147,36.96377938842773,35.4143994140625,-464.81399230956913,-0.041916167664670545,143,147,4
6,294,148,184,36.162180152893065,40.54999923706055,1290.0188107452398,0.12133723867354962,148,184,36
7,-296,185,191,40.159521675109865,41.84960174560547,-500.2637008666988,-0.04208416833667328,185,191,6
8,273,192,203,41.7934190826416,42.09000015258789,80.96663209533773,0.007096358145760595,192,203,11
9,-278,204,210,41.24734182739258,42.98320190429688,-482.56910137939406,-0.04208416833667328,204,210,6
10,259,210,213,42.5048381652832,40.7231982421875,-461.44474008178713,-0.041916167664670656,210,213,3
11,-261,213,224,40.39903954315186,41.09000015258789,-180.34071906280457,-0.017103391992722816,213,224,11
12,253,225,247,40.96176107025146,43.630001068115234,675.0647194595343,0.06513977739598675,225,247,22
13,-256,248,250,43.153521675109864,44.96960174560547,-464.91649804687586,-0.0420841683366735,248,250,2
14,237,251,268,44.65913969421387,47.119998931884766,583.2236393280023,0.055103149199036805,251,268,17
15,233,271,283,47.94569847106933,48.61000061035156,154.7823984527607,0.013855302153603644,271,283,12
16,-235,284,291,48.1535,49.09999847412109,-222.4271414184551,-0.01965586040726186,284,291,7
17,224,292,300,49.58898168182373,50.02000045776367,96.5482058105465,0.008691825508849282,292,300,8
18,-226,301,315,49.41097832489014,48.58000183105469,187.8006876068118,0.016817649073280094,301,315,14
19,233,316,322,48.77736030578613,46.73280029296875,-476.3824829864507,-0.041916167664670656,316,322,6
20,-233,322,327,46.69642091369629,48.66160095214844,-457.8869489593518,-0.0420841683366735,322,327,5
21,213,328,334,49.098,47.04,-438.354,-0.041916167664670656,328,334,6
22,203,336,354,49.238279388427735,54.4900016784668,1066.0996248779295,0.10665933812612782,336,354,18
23,-205,355,374,53.93192091369629,52.4900016784668,295.5934432220457,0.026735914664283933,355,374,19
24,215,375,392,52.905599235534666,56.04999923706055,676.0460003280643,0.059434162866714324,375,392,17
25,-216,393,418,55.57861862945556,51.130001068115234,960.9013932495108,0.08004188788856748,393,418,25
26,250,419,432,51.973738929748535,51.459999084472656,-128.4349613189697,-0.009884604337784597,419,432,13
27,-256,433,435,50.21935969543457,52.33279968261719,-541.0406367187516,-0.0420841683366735,433,435,2
28,-238,435,439,51.78621939086914,52.09000015258789,-72.29982128906208,-0.005866054044723512,435,439,4
29,235,440,444,52.04387862396239,50.75,-304.0614766311622,-0.024861302773207528,440,444,4
30,227,446,455,52.61501831817627,52.47999954223633,-30.649262138366467,-0.0025661641914376254,446,455,9
31,-226,456,466,52.66446045684815,53.959999084472656,-292.79172984313914,-0.024599865191556214,456,466,10
32,214,467,482,54.20819847106933,56.86000061035156,567.4856578063976,0.04891883910692019,467,482,15
33,-214,483,494,57.07561862945556,57.22999954223633,-33.03751533508398,-0.00270484869875931,483,494,11
34,210,495,508,57.81540076446533,58.4900016784668,141.66619194030795,0.011668187110727368,495,508,13
35,-214,509,512,57.584600761413576,58.9900016784668,-300.75579624938933,-0.024405846328189762,509,512,3
36,-207,514,526,58.05365817260742,56.47999954223633,325.7473364868161,0.02710696758664588,514,526,12
37,217,527,538,56.73323892974854,57.02999877929688,64.39688735199073,0.005230793361116204,527,538,11
38,-219,539,544,56.6365,58.15999984741211,-333.6464665832524,-0.02689961151222464,539,544,5
39,204,545,551,59.01780152893066,56.79999923706055,-452.4316675415034,-0.03757853112815368,545,551,6
40,-202,552,555,57.464841827392576,59.883201904296875,-488.5087355346685,-0.0420841683366735,552,555,3
41,184,555,567,60.230220611572264,59.0,-226.36059252929658,-0.020425304756992668,555,567,12
42,-185,568,583,58.73229847717285,55.97999954223633,509.175302963256,0.046861761012234826,568,583,15
43,204,584,586,55.83144122314453,54.220001220703125,-328.73376049804665,-0.028862590095084184,584,586,2
44,-208,587,599,53.233320152282715,54.54999923706055,-273.86924963378897,-0.02473411541890025,587,599,12
45,198,600,615,54.63905877685548,56.869998931884766,441.72615069579894,0.040830501201354785,600,615,15
46,-196,616,620,57.30515817260742,58.18999862670898,-173.42872900390515,-0.015440851789229049,616,620,4
47,-196,629,635,56.55665817260742,58.27000045776367,-335.81508789062525,-0.030294263142762734,629,635,6
48,182,636,648,58.827419082641605,56.36159912109375,-448.77923300171017,-0.04191616766467077,636,648,12
49,-182,648,662,56.367039543151854,58.739199523925784,-431.7331165008552,-0.0420841683366735,648,662,14
50,168,662,686,58.617,60.150001525878906,257.5442563476567,0.02615284859134559,662,686,24
51,-167,687,704,60.438881370544436,57.93000030517578,418.9831379165654,0.04151104402457362,687,704,17
52,183,705,720,57.564900764465335,60.560001373291016,548.1034114150996,0.05202997953701938,705,720,15
53,-184,721,734,60.109539543151854,61.540000915527344,-263.2048925170901,-0.0237975766117553,721,734,13
54,176,735,741,61.502761070251466,60.040000915527344,-257.4457872314456,-0.02378365018528661,735,741,6
55,-179,742,746,59.04167984771728,61.526399841308596,-444.76487885284496,-0.0420841683366735,742,746,4
56,163,746,756,62.05386030578613,59.452800292968746,-423.97278208923376,-0.041916167664670656,746,756,10
57,-164,756,776,58.86203954315186,56.380001068115234,407.05430990600644,0.04216704847981079,756,776,20
58,177,777,798,56.8835404586792,61.5,817.1133388137816,0.0811563328178253,777,798,21
59,-182,799,818,59.84007908630371,60.84999847412109,-183.8053285827625,-0.01687697281216538,799,818,19
60,175,819,829,61.17209923553467,62.93999862670898,309.38239345550437,0.028900420506532853,819,829,10
61,-176,830,837,62.674399238586425,64.72000122070312,-360.0259488525393,-0.03263855748069622,830,837,7
62,165,838,855,64.52880152893066,65.77999877929688,206.44754631042593,0.019389748774510496,838,855,17
63,-165,856,860,65.94784182739258,67.41999816894531,-242.9057963562009,-0.02232304046288358,856,860,4
64,159,861,876,67.02377938842774,67.19999694824219,28.018592010497017,0.0026291796944664103,861,876,15
65,-158,877,886,67.624482131958,69.04000091552734,-223.65196780395567,-0.020932046190123677,877,886,9
66,150,887,900,69.32838244628907,68.52999877929688,-119.75755004882913,-0.011515971364408073,887,900,13
67,-151,901,919,68.32307908630371,64.12999725341797,633.1553567657465,0.06137138268591735,901,919,18
68,170,920,921,64.22819847106933,61.535998535156246,-457.67398910522496,-0.041916167664670656,920,921,1
69,167,922,937,62.695139694213864,60.06719970703125,-438.8659778594966,-0.041916167664670656,922,937,15
70,165,941,943,61.09194122314453,58.531201171875,-422.52210845947303,-0.041916167664670656,941,943,2
71,158,943,973,60.9316213760376,65.55999755859375,731.2834368438721,0.07596016777548509,943,973,30
72,-156,974,995,66.376982131958,67.52999877929688,-179.87059698486422,-0.01737073018846602,974,995,21
73,153,996,1006,66.41255877685546,63.628798828125,-425.9152721557608,-0.041916167664670545,996,1006,10
74,-154,1006,1022,63.492758934021,57.040000915527344,993.7247348480228,0.10162982561836831,1006,1022,16
75,187,1023,1031,57.394558776855476,56.20000076293945,-223.38234860229625,-0.020813088198139984,1023,1031,8
76,-190,1032,1035,55.40896045684814,57.74080047607422,-443.04960365295483,-0.0420841683366735,1032,1035,3
77,171,1036,1040,58.8875404586792,56.41920043945312,-422.08614328765907,-0.041916167664670656,1036,1040,4
78,172,1040,1064,56.23223892974853,59.02999877929688,481.214694122316,0.04975366271728254,1040,1064,24
79,-170,1065,1075,59.59057908630371,62.098399047851565,-426.3293934631349,-0.04208416833667328,1065,1075,10
80,157,1075,1089,61.913580917358395,62.560001373291016,101.48801158142143,0.010440689205094777,1075,1089,14
81,-160,1090,1100,61.44685969543457,64.0327996826172,-413.7503979492203,-0.0420841683366735,1090,1100,10
82,147,1100,1116,64.1680809173584,63.84000015258789,-48.22787242126418,-0.005112834295185498,1100,1116,16
83,-148,1117,1125,63.143460456848146,64.05000305175781,-134.16830404663062,-0.014356872245371965,1117,1125,8
84,-155,1126,1130,59.48079847717285,61.983998413085935,-387.99599006652863,-0.04208416833667328,1126,1130,4
85,-149,1132,1135,59.43089923858643,61.93199920654297,-372.6638952255247,-0.04208416833667328,1132,1135,3
86,136,1136,1179,62.3945404586792,66.6500015258789,578.7427051391597,0.06820245867533692,1136,1179,43
87,-135,1180,1188,66.92587756347656,67.38999938964844,-62.656446533203294,-0.006934863509733935,1180,1188,8
88,133,1189,1190,67.3845,65.77999877929688,-213.398662353516,-0.02381113194730433,1189,1190,1
89,-132,1191,1197,66.22728060913086,67.69000244140625,-193.07928186035173,-0.022086394289813516,1191,1197,6
90,126,1198,1217,68.0057427520752,68.68000030517578,84.95645169067413,0.009914714931630098,1198,1217,19
91,-127,1218,1221,68.24323725891114,70.02999877929688,-226.91871308898877,-0.02618225031744692,1218,1221,3
92,115,1222,1249,73.3965,85.43000030517578,1383.8525350952145,0.16395196372001086,1222,1249,27
93,-114,1260,1275,85.93778060913085,86.93000030517578,-113.11304534912168,-0.011545791490215729,1260,1275,15
94,112,1276,1296,86.20205877685547,90.62000274658205,494.8097246093769,0.05125102616357413,1276,1296,20
95,109,1297,1310,93.78719847106933,89.85599853515625,-428.50079301452627,-0.041916167664670656,1297,1310,13
96,-109,1310,1334,89.84993878173829,87.5,256.1433272094734,0.026154038762861154,1310,1334,24
97,113,1335,1348,88.43652214050293,86.91999816894531,-171.3672087860108,-0.017148163845116526,1335,1348,13
98,-117,1351,1366,84.10145664978027,84.94999694824219,-99.2792149200438,-0.010089483966912116,1351,1366,15
99,112,1367,1388,87.1339190826416,92.83000183105467,637.9612678222645,0.06537158902505769,1367,1388,21
100,-112,1389,1403,92.32498213195802,93.02999877929688,-78.96186450195137,-0.00763625002744317,1389,1403,14
101,110,1404,1411,93.29622061157227,91.41999816894533,-206.38446868896338,-0.020110379931019606,1404,1411,7
102,-109,1412,1426,92.30501786804197,91.6999969482422,65.94728025817496,0.00655458320440061,1412,1426,14
103,-114,1427,1434,89.33098213195801,90.97000122070312,-186.84817611694316,-0.018347711506451203,1427,1434,7
104,109,1435,1453,91.8032427520752,96.83999633789062,549.0061408538807,0.05486465875086499,1435,1453,18
105,-110,1454,1458,95.79801786804198,97.98999786376952,-241.11779953002895,-0.02288126669538082,1454,1458,4
106,104,1459,1469,98.30622061157227,101.58999633789062,341.51267553710875,0.033403539530760806,1459,1469,10
107,-105,1470,1481,101.20718365478515,99.01000213623048,230.7040594482405,0.021709738767647146,1470,1481,11
108,109,1482,1498,99.12786030578613,104.66000366210938,603.0036258392338,0.055808158667582264,1482,1498,16
109,-108,1499,1511,105.92771939086914,109.04000091552734,-336.1264046630857,-0.029381181267331913,1499,1511,12
110,101,1515,1531,110.4705,114.27999877929688,384.75937670898423,0.03448430829313587,1515,1531,16
111,-106,1532,1534,108.58240304565429,113.15200317382812,-484.37761358642615,-0.04208416833667328,1532,1534,2
112,-98,1534,1539,112.64426274108888,115.02999877929688,-233.80213174438347,-0.021179383487036185,1534,1539,5
113,93,1540,1550,115.74102214050295,113.31999969482422,-225.1550874481219,-0.02091758307387115,1540,1550,10
114,-92,1551,1556,114.82987756347657,117.66000366210938,-260.3716010742179,-0.024646251991937707,1551,1556,5
115,88,1557,1564,116.4825,111.6,-429.66000000000065,-0.04191616766467077,1557,1564,7
116,-90,1564,1575,109.73009695434571,110.4000015258789,-60.291411437987534,-0.006105021230519148,1564,1575,11
117,87,1576,1587,112.73502214050295,109.98999786376952,-238.81711207580855,-0.024349347918806274,1576,1587,11
118,-87,1588,1597,109.87979847717286,113.41000366210938,-307.12785108947725,-0.03212788186601845,1588,1597,9
119,81,1598,1610,114.51858091735839,109.71840087890625,-388.81458311462336,-0.041916167664670545,1598,1610,12
120,-84,1610,1616,105.71814030456542,110.16720031738282,-373.72104107666144,-0.0420841683366735,1610,1616,6
121,-79,1622,1639,107.81393878173829,106.62000274658205,94.32094677734307,0.011074041526052403,1622,1639,17
122,81,1640,1662,106.60277938842773,115.7300033569336,739.3051414489746,0.08561900562882196,1640,1662,22
123,-82,1663,1673,113.66221939086914,116.70999908447266,-249.91793487548833,-0.026814360215179356,1663,1673,10
124,78,1674,1680,116.37227938842773,114.0999984741211,-177.23791131591747,-0.019525963796946932,1674,1680,6
125,-78,1681,1689,114.09135969543458,117.62000274658205,-275.2341579895026,-0.030928223316534442,1681,1689,8
126,72,1690,1696,118.8672572479248,113.88479736328124,-358.73711169433636,-0.041916167664670656,1690,1696,6
127,-73,1696,1719,112.61431634521485,109.0199966430664,262.38533825683606,0.031917076076990014,1696,1719,23
128,78,1720,1729,109.19796336364746,107.33000183105467,-145.70099954223738,-0.017106193879936726,1720,1729,9
129,-76,1730,1741,109.84985969543457,112.23999786376952,-181.65050079345565,-0.021758226864938557,1730,1741,11
130,-78,1743,1759,104.97962243652343,97.62000274658205,574.0503358154278,0.07010522155755916,1743,1759,16
131,88,1760,1780,99.50861755371095,103.5,351.24165527343655,0.040110922495075974,1760,1780,20
132,-88,1781,1791,103.67223725891112,105.5500030517578,-165.2433897705073,-0.01811252310642386,1781,1791,10
133,85,1792,1801,105.39036030578613,104.19000244140624,-102.03041847229116,-0.011389636214328314,1792,1801,9
134,-85,1802,1809,103.90178060913085,105.33999633789062,-122.24833694458063,-0.013842070081264701,1802,1809,7
135,82,1810,1814,106.76310305786131,102.28800292968748,-366.9582105102545,-0.04191616766467077,1810,1814,4
136,-82,1814,1822,102.66426274108888,105.13999938964844,-203.010405181884,-0.024114882652040093,1814,1822,8
137,77,1823,1845,105.56069847106933,115.08999633789062,733.7559357452398,0.09027316041711253,1823,1845,22
138,-79,1846,1865,112.9835790863037,109.73999786376952,256.2429165802009,0.028708430453035505,1846,1865,19
139,83,1866,1879,110.35025724792479,108.66000366210938,-140.29104762267923,-0.015317169420075771,1866,1879,13
140,-84,1880,1883,107.54448213195802,112.0704022216797,-380.1772875366211,-0.04208416833667328,1880,1883,3
141,77,1883,1906,112.02360305786131,112.94000244140624,70.56275253295942,0.008180413399768938,1883,1906,23
142,-77,1907,1921,112.70414030456543,108.72000122070312,306.7787094573973,0.03535042344580941,1907,1921,14
143,85,1922,1943,106.23203663635253,117.33000183105467,943.327041549682,0.10446909939881954,1922,1943,21
144,-84,1944,1956,117.764,116.13999938964844,136.4160512695309,0.013790297632141901,1944,1956,12
145,86,1957,1978,116.68289694213868,129.16000366210938,1073.0311779174795,0.10693175304138958,1957,1978,21
146,-87,1979,1995,128.22303573608397,133.61919555664062,-469.4659043884283,-0.0420841683366735,1979,1995,16
147,79,1995,2013,135.31007327270507,138.33999633789062,239.36392214965898,0.02239244271990759,1995,2013,18
148,-79,2014,2035,137.95353573608398,137.58999633789062,28.719612457274906,0.002635230740941852,2014,2035,21
149,79,2036,2047,137.88522061157227,132.1056005859375,-456.58998202514573,-0.041916167664670545,2036,2047,11
150,-80,2047,2068,131.89568365478516,88.43000030517578,3477.2546679687503,0.32954591192971494,2047,2068,21
151,152,2069,2074,91.91346336364747,88.06080322265625,-585.6043414306653,-0.04191616766467077,2069,2074,5
152,159,2074,2101,84.52872061157227,89.97000122070312,865.1636168518062,0.06437197404341077,2074,2101,27
153,-164,2102,2106,86.85593878173827,90.51119873046875,-599.4626315917978,-0.0420841683366735,2102,2106,4
154,142,2111,2123,96.01163969421387,97.20999908447266,170.16703341674776,0.012481396985567939,2111,2123,12
155,-139,2124,2126,99.67026274108888,103.86480285644534,-583.041076034548,-0.0420841683366735,2124,2126,2
156,-130,2126,2144,101.85587756347658,97.6500015258789,546.7638848876979,0.04129242355186202,2126,2144,18
157,140,2145,2157,98.4064190826416,97.0199966430664,-194.09914154052785,-0.014088739865748878,2145,2157,12
158,-141,2158,2164,96.44671939086913,100.50559936523437,-572.3020763854988,-0.0420841683366735,2158,2164,6
159,129,2164,2172,100.84127938842774,97.37000274658205,-447.7946867980941,-0.03442317137285389,2164,2172,8
160,-130,2173,2175,97.12535969543457,101.21279968261719,-531.3671983337406,-0.04208416833667328,2173,2175,2
161,-120,2175,2182,100.299,104.52000000000001,-506.52000000000044,-0.04208416833667328,2175,2182,7
162,114,2182,2190,101.53266183471678,99.6999969482422,-208.92379705810154,-0.018050003352201416,2182,2190,8
163,-115,2191,2200,98.36287756347657,96.2699966430664,240.6813058471692,0.021277142070793564,2191,2200,9
164,119,2201,2213,97.16394122314453,99.8000030517578,313.6913576049785,0.027130042229960072,2201,2213,12
165,-119,2214,2216,100.16926274108889,102.87999725341795,-322.57740696715916,-0.027061540018873842,2214,2216,2
166,111,2217,2219,104.01761755371095,99.65759765625,-483.9622086181648,-0.04191616766467077,2217,2219,2
167,-112,2219,2224,99.13134182739256,103.30320190429687,-467.24832861328264,-0.0420841683366735,2219,2224,5
168,102,2224,2225,103.6168236694336,99.273603515625,-443.0084556884774,-0.04191616766467077,2224,2225,1
169,101,2225,2256,100.4505,119.08000183105467,1881.5796849365215,0.1854595231587166,2225,2256,31
170,96,2259,2276,125.32013969421386,135.97000122070312,1022.386706542969,0.08498124525296058,2259,2276,17
171,-97,2277,2286,134.5603418273926,135.13999938964844,-56.2267835388171,-0.004307789014087016,2277,2286,9
172,94,2287,2302,138.5265,147.1699981689453,812.4888278808595,0.062395990434648274,2287,2302,15
173,-92,2303,2312,150.199,156.52,-581.5319999999998,-0.04208416833667328,2303,2312,9
174,85,2312,2317,156.46229388427736,155.13999938964844,-112.39503204345823,-0.0084512022788501,2312,2317,5
175,-87,2318,2330,150.66806121826173,155.1199951171875,-387.3182492065423,-0.02954796035024687,2318,2330,12
176,81,2331,2335,156.59255877685547,150.028798828125,-531.6645558471687,-0.04191616766467077,2331,2335,4
177,-80,2335,2345,151.86565817260743,155.19000244140625,-265.947541503906,-0.02189003299890513,2335,2345,10
178,77,2346,2359,154.11761755371094,161.11000061035156,538.4134953613277,0.04537043309927702,2346,2359,13
179,-78,2360,2367,160.50834182739257,166.0500030517578,-432.2495755004889,-0.0345256898256705,2360,2367,7
180,72,2368,2374,166.39211755371093,160.39999389648438,-431.4329033203121,-0.0360120644254216,2368,2374,6
181,-73,2375,2387,159.96941329956056,154.13999938964844,425.5472154235847,0.03644080321152332,2375,2387,12
182,77,2388,2399,155.85107327270507,151.91000366210938,-303.46236001586817,-0.02528740757338055,2388,2399,11
183,-80,2400,2402,146.6760612182617,152.84880126953126,-493.81920410156454,-0.0420841683366735,2400,2402,2
184,-74,2402,2414,152.55428060913087,157.5,-365.9832349243156,-0.0324194075126667,2402,2414,12
185,69,2415,2423,157.6446618347168,154.27999877929688,-232.1617508239748,-0.021343336439438865,2415,2423,8
186,-69,2424,2427,154.4105612182617,160.90880126953127,-448.3785635375998,-0.0420841683366735,2424,2427,3
187,63,2427,2440,161.2418381652832,157.07000732421875,-262.82534298706116,-0.025873128764434372,2427,2440,13
188,-63,2441,2448,157.84368365478517,163.0399932861328,-327.3675067749017,-0.03292060544349895,2441,2448,7
189,57,2449,2461,167.31395571899415,161.0,-359.89547598266665,-0.03773717315965275,2449,2461,12
190,-57,2462,2466,163.14306121826172,170.00880126953126,-391.3471829223638,-0.0420841683366735,2462,2466,4
191,52,2466,2477,171.1816763305664,168.2899932861328,-150.36751831054676,-0.016892480003814825,2466,2477,11
192,-52,2478,2490,167.7139030456543,168.27999877929688,-29.436978149414358,-0.0033753655681634243,2478,2490,12
193,52,2491,2492,167.29392672729492,160.2816064453125,-364.64065466308614,-0.041916167664670656,2491,2492,1
194,-51,2492,2511,161.6061326904297,157.25999450683594,221.65304736328133,0.02689339885336617,2492,2511,19
195,54,2512,2526,158.47632366943358,157.88999938964844,-31.66151110839786,-0.003699759473270947,2512,2526,14
196,-56,2527,2537,150.967464263916,151.14999389648438,-10.221659423828214,-0.0012090660292820576,2527,2537,10
197,56,2538,2549,150.23988244628907,151.42999267578125,66.64617285156191,0.007921400164284886,2538,2549,11
198,-56,2550,2567,151.83571939086914,138.39999389648438,752.4006276855471,0.08848856875237188,2550,2567,17
199,66,2568,2579,140.43029388427735,134.543994140625,-388.49578308105566,-0.04191616766467077,2568,2579,11
200,-66,2579,2591,135.03937756347656,131.5800018310547,228.3187983398438,0.025617533158398653,2579,2591,12
201,70,2592,2594,130.82111755371093,125.33759765625,-383.84639282226556,-0.041916167664670656,2592,2594,2
202,-69,2594,2601,126.51645664978027,127.0999984741211,-40.264385879517064,-0.004612378814529805,2594,2601,7
203,70,2602,2605,124.16783816528321,118.9631982421875,-364.3247946166998,-0.04191616766467077,2602,2605,3
204,-71,2605,2614,118.65221939086913,123.64559936523438,-354.5299781799321,-0.0420841683366735,2605,2614,9
205,64,2614,2626,124.84919847106934,125.30999755859376,29.49114160156296,0.0036908453812076747,2614,2626,12
206,-67,2627,2638,119.31090304565429,115.81999969482422,233.89052450561445,0.02925887963059226,2627,2638,11
207,72,2639,2642,115.53060305786131,110.68800292968749,-348.6672092285156,-0.041916167664670656,2639,2642,3
208,-71,2643,2649,111.66621939086914,108.0,260.30157675170926,0.03283194694750213,2643,2649,6
